Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,IF_Outlier,DBSCAN_Outlier,OCSVM_Outlier,Hard_Voting_Outlier,Soft_Vote_Outlier,Soft_Voting_Outlier
832,0.0206822354859619,1,0,0,6,0,0,-0.2298486622747219,0.4812329213873661,-0.3160282720471835,-0.6933628411646117,1.738114813886315,-1.0582388595913428,-1.3361134862854058,0.2512336690304678,1.55105134387503,1.3621760265934009,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
839,0.0206822354859619,1,0,0,6,0,0,-0.2410293643288991,0.4812329213873661,-0.4174009533756984,-0.6933628411646117,1.6221793702454887,-1.051336747322919,-1.3291143914829957,0.1259126795482219,1.6911580456875916,1.5956476670733046,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
850,0.0206822354859619,1,0,0,6,0,0,-0.1244752631500126,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8844083652584118,-1.0375325227860712,-1.315116201878175,-0.0699130169202265,2.0388008618994338,1.866439981466735,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
856,0.0206822354859619,1,0,0,6,0,0,-0.1727853177446956,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8949479510439412,-1.0306304105176474,-1.308117107075765,-0.1491150030766758,2.1176296657500497,2.001572927218186,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
862,0.0206822354859619,1,0,0,6,0,0,-0.1922459265954927,0.4812329213873661,-0.5187736347042132,-0.6613198485344959,1.1795167672532427,-1.0237282982492235,-1.3011180122733546,-0.253425913604904,2.1365470016391788,2.154624356976524,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
867,0.0206822354859619,1,0,0,6,0,0,-0.1834824364328513,0.4812329213873661,-0.5187736347042132,-0.7043249175907039,0.7052354069044074,-1.0168261859808,-1.2941189174709442,-0.3501119016312011,2.180341063902952,2.258026465558683,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
870,0.0206822354859619,1,0,0,6,0,0,-0.1810827393050463,0.4812329213873661,-0.5187736347042132,-0.747329986646912,0.7368541642609961,-1.009924073712376,-1.287119822668534,-0.3872937357679319,2.142618586461728,2.351646006575121,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
874,0.0206822354859619,1,0,0,6,0,0,-0.2057892050984384,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.0214229804702977,-1.0030219614439522,-1.2801207278661235,-0.4997982741932206,2.0598913181629177,2.4730412891210243,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
879,0.0206822354859619,1,0,0,6,0,0,-0.2202107191270798,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.5484022697467812,-0.9961198491755284,-1.2731216330637134,-0.5551425973698627,1.882334885883583,2.624958561977704,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
886,0.0206822354859619,1,0,0,6,0,0,-0.1969864540916261,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.3692293113927765,-0.9892177369071046,-1.266122538261303,-0.6406775858100581,1.7893928506729215,2.7349539365947786,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
983,0.0206822354859619,1,0,0,5,0,0,-0.2095376084108672,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.4746251692480732,-0.9685114001018332,-1.2451252538540722,-0.7279024269051538,1.401861828997151,3.01556382190128,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
1036,0.0206822354859619,1,0,0,5,0,0,-0.2084094260621183,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.7170356423152555,-0.9616092878334092,-1.238126159051662,-0.7604614378819877,1.256497779094914,3.1387477068627194,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1052,0.0206822354859619,1,0,0,5,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9547071755649856,-1.2311270642492518,-0.8489537980112243,1.101581809812184,3.2655212315237256,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1057,0.0206822354859619,1,0,0,5,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9478050632965616,-1.2241279694468414,-0.8635251617333405,0.9638177904399686,3.382255295540367,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1063,0.0206822354859619,1,0,0,5,0,0,-0.2924240478567926,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.9278273580258487,-0.940902951028138,-1.217128874644431,-0.935695326078715,0.8309975602415728,3.4928932460241224,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1070,0.0206822354859619,1,0,0,5,0,0,-0.2836931177246822,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.8645898433126715,-0.934000838759714,-1.210129779842021,-0.961307901723681,0.7411385206876232,3.5783100937406696,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1075,0.0206822354859619,1,0,0,5,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2849126251085394,-0.9270987264912902,-1.2031306850396106,-0.9266280427574488,0.8431517414104845,3.585921605938789,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
1082,0.0206822354859619,1,0,0,5,0,0,-0.2750408567429116,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.200595938824302,-0.9201966142228664,-1.1961315902372005,-1.0082837493297527,0.6412408986028342,3.517814377775408,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
933,0.0206822354859619,1,0,0,5,0,0,-0.2622229075406686,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.1268188383255944,-0.9132945019544426,-1.1891324954347902,-1.0345748121447826,0.587154218723887,3.531366931006796,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
937,0.0206822354859619,1,0,0,5,0,0,-0.2769920375998561,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.1478980098966536,-0.9063923896860188,-1.1821334006323798,-1.0846381514604124,0.5001095860500023,3.496039994465993,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
941,0.0206822354859619,1,0,0,5,0,0,-0.2849370202796782,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.200595938824302,-0.899490277417595,-1.1751343058299697,-1.0951553915294436,0.4307368320194079,3.488070535696248,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
947,0.0206822354859619,1,0,0,5,0,0,-0.2756949299834758,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.2111355246098314,-0.8925881651491712,-1.1681352110275594,-1.1295099681093337,0.3781392489761248,3.477113236414468,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
951,0.0206822354859619,1,0,0,5,0,0,-0.2867704450770499,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.348150139821717,-0.8856860528807474,-1.161136116225149,-1.1144146325333986,0.4485768096590911,3.4448677652559465,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
956,0.0206822354859619,1,0,0,5,0,0,-0.0671552025539038,0.4812329213873661,0.1630073397208966,-0.2649986238988531,1.3270709682506578,-0.8787839406123236,-1.1541370214227389,-0.8070696013337865,0.3922231419405556,3.4528927772044136,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
959,0.0206822354859619,1,0,0,5,0,0,-0.1283811681299493,0.4812329213873661,0.1630073397208966,-0.5221858015879405,1.5484022697467812,-0.8718818283438997,-1.1471379266203283,-0.5546785509142158,0.3254067555152141,3.4583425198133524,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
967,0.0206822354859619,1,0,0,5,0,0,-0.1274983992011079,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.8329710859560824,-0.864979716075476,-1.1401388318179182,-0.715832514293358,0.2185868891423889,3.415813493156863,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
971,0.0206822354859619,1,0,0,5,0,0,-0.1299089515683632,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.5273230981757215,-0.8580776038070521,-1.133139737015508,-0.8426766346339205,0.1500987531926771,3.3946438562603034,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
976,0.0206822354859619,1,0,0,5,0,0,0.1363353617695926,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.0952000809690052,-0.8511754915386283,-1.1261406422130975,-0.6357980850406785,0.1801575950782172,3.342682376257486,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
990,0.0206822354859619,1,0,0,5,0,0,0.1373613461773327,0.4812329213873661,1.1469186584976587,0.184446509570929,0.9898042231137084,-0.8442733792702045,-1.1191415474106874,-0.2738703137585321,0.184183500588725,3.3547249407988944,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
995,0.0206822354859619,1,0,0,5,0,0,-0.0562826180616249,0.4812329213873661,1.1469186584976587,0.184446509570929,0.9371062941860602,-0.8373712670017807,-1.112142452608277,-0.5348384098114264,0.145954724063082,3.254223386411621,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
999,0.0206822354859619,1,0,0,5,0,0,-0.0092533313459474,0.4812329213873661,-0.5187736347042132,-0.104783660748274,1.2954522108940687,-0.8304691547333569,-1.105143357805867,-0.7044462352403459,0.0737629429326408,3.1182129345994567,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1004,0.0206822354859619,1,0,0,5,0,0,0.1077250790932688,0.4812329213873661,-0.5187736347042132,-0.104783660748274,1.674877299173137,-0.8235670424649331,-1.0981442630034566,-0.876946378236365,-0.0120164425540062,3.011317798786252,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1009,0.0206822354859619,1,0,0,5,0,0,0.1586869211745045,0.4812329213873661,-0.4939273892805576,-0.0942432026462622,1.4535459976770138,-0.8166649301965092,-1.0911451682010462,-0.9965355978909648,-0.0662444241546126,2.9030115880097167,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1013,0.0206822354859619,1,0,0,5,0,0,0.1644665288273415,0.4812329213873661,-0.4939273892805576,-0.0942432026462622,1.200595938824302,-0.8097628179280855,-1.084146073398636,-1.1213610737535828,-0.1270124038599767,2.772769502125155,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1019,0.0206822354859619,1,0,0,5,0,0,0.2011128250731397,0.4812329213873661,-0.5187736347042132,-0.0942432026462622,1.348150139821717,-0.8028607056596616,-1.0771469785962258,-0.8478280755294442,-0.1183312419010208,2.602499170831522,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1024,0.0206822354859619,1,0,0,5,0,0,0.2300383825549962,0.4812329213873661,0.3896050979846358,-0.4155163655955812,0.9265667084005303,-0.7959585933912378,-1.0701478837938154,-0.727942025834377,-0.153265108689295,2.4487332206102232,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1027,0.0206822354859619,1,0,0,5,0,0,0.0709453242619054,0.4812329213873661,0.5158240247368062,-0.3619708384373614,0.9898042231137084,-0.789056481122814,-1.0631487889914053,-0.8381880062096365,-0.1815126704130552,2.3755431995773018,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1033,0.0206822354859619,1,0,0,5,0,0,0.0509710240267066,0.4812329213873661,-0.3925547079520428,-0.3619708384373614,0.9581854657571194,-0.7821543688543902,-1.056149694188995,-0.979928778546974,-0.2348460234565851,2.2201460610711634,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1042,0.0206822354859619,1,0,0,5,0,0,0.0190161085102892,0.4812329213873661,-0.5187736347042132,-0.3619708384373614,1.190056353038772,-0.7752522565859663,-1.0491505993865846,-1.0821234457493958,-0.2919395423695079,2.061533903465291,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1048,0.0206822354859619,1,0,0,5,0,0,0.0089143097787398,0.4812329213873661,-0.5187736347042132,-0.3725112965393732,1.190056353038772,-0.7683501443175426,-1.0421515045841745,-1.0897809012006152,-0.3173327323120911,1.8991672634064185,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1087,0.0206822354859619,1,0,0,1,0,0,-0.066523360297984,0.4812329213873661,-0.0138979276955313,-0.1583291879064939,1.031962566255827,-0.7614480320491187,-1.035152409781764,-1.130302040906864,-0.3656890305993727,1.746986880036849,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1137,0.0206822354859619,1,0,0,1,0,0,-0.1115019947529455,0.4812329213873661,-0.0138979276955313,-0.1583291879064939,1.2638334535374798,-0.754545919780695,-1.0281533149793538,-1.179597708609008,-0.4141610653921876,1.5885890624206858,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1184,0.0206822354859619,1,0,0,1,0,0,-0.1919878501222565,0.4812329213873661,-0.5187736347042132,-0.5436883361160445,1.506243926604662,-0.7476438075122711,-1.0211542201769437,-1.179597708609008,-0.457090761538455,1.4674570518794707,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1193,0.0206822354859619,1,0,0,1,0,0,-0.2522408716158281,0.4812329213873661,-0.5187736347042132,-0.5972338632742643,1.4430064118914845,-0.7407416952438473,-1.0141551253745331,-1.2293868584615482,-0.4796445954141518,1.40689023914987,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1196,0.0206822354859619,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.4680872940399558,-0.5757313287461603,1.1373584241111236,-0.7338395829754235,-1.007156030572123,-1.2587996947654574,-0.4887746117249064,1.3821244221359004,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1200,0.0206822354859619,1,0,0,1,0,0,-0.2455319996341252,0.4812329213873661,-0.4680872940399558,-0.5757313287461603,0.8000916789741743,-0.7269374707069997,-1.0001569357697129,-1.276283696635305,-0.513706626729606,1.265097411996575,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1205,0.0206822354859619,1,0,0,1,0,0,-0.2426441630209832,0.4812329213873661,-0.5187736347042132,-0.5757313287461603,1.0425021520413569,-0.7200353584385758,-0.9931578409673024,-1.2693169348344886,-0.5273879445437186,1.139322875601788,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1209,0.0206822354859619,1,0,0,1,0,0,-0.2158022683969982,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.200595938824302,-0.7131332461701521,-0.9861587461648922,-1.2780589357694123,-0.5374992185324581,1.0588029840675282,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1214,0.0206822354859619,1,0,0,1,0,0,-0.2478619585421836,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,0.6736166495478183,-0.7062311339017282,-0.979159651362482,-1.2606196615525582,-0.5301269648376776,0.9891030430403284,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1090,0.0206822354859619,1,0,0,1,0,0,-0.2099386572613649,0.4812329213873661,0.5665103654010636,-0.3295062274831652,0.2520332181266315,-0.6993290216333045,-0.9721605565600716,-0.4192423344030663,-0.5205529454058949,0.959348098400014,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1094,0.0206822354859619,1,0,0,1,0,0,-0.1017494831825924,0.4812329213873661,3.646450948117412,0.9770889588422148,0.6419978921912293,-0.6924269093648806,-0.9651614617576614,0.1693219207868755,-0.510116561951845,0.9196696038537894,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1099,0.0206822354859619,1,0,0,1,0,0,-0.0496831450467347,0.4812329213873661,2.611853288676393,0.9770889588422148,0.6630770637622886,-0.6855247970964568,-0.9581623669552513,0.2314143784568057,-0.5384494437342421,0.7508707454561674,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1103,0.0206822354859619,1,0,0,1,0,0,-0.0004067679048387,0.4812329213873661,-0.4680872940399558,0.9770889588422148,0.5471416201214624,-0.678622684828033,-0.9511632721528408,0.0821259442198171,-0.5755769908749002,0.5473125941898667,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
