Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,Outlier,IF_Outlier,DBSCAN_Outlier,OCSVM_Outlier,Voting_Outlier,Hard_Voting_Outlier,Soft_Vote_Outlier
5/5/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.10770938387828506,0.4812329213873661,-0.16496309987135743,0.39905023652788885,0.1782561176279237,1.1504370663042776,0.8965977556834713,1.4732241390172622,-0.19711954182488353,0.0778445504505468,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/6/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.1533320020483414,0.4812329213873661,-0.3925547079520428,0.19540858599702124,0.2836519754832204,1.1573391785727014,0.9035968504858816,1.410957787581114,-0.2044277284720234,0.08149927134495401,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/7/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.183308062549715,0.4812329213873661,-0.5187736347042132,0.10982006620868572,0.11501860291474572,1.164241290841125,0.9105959452882918,1.4399866408703648,-0.20496644609857778,0.08629158084173952,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/8/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.17549606050303385,0.4812329213873661,-0.31702212186412976,-0.5542287942180563,0.12555818870027535,1.171143403109549,0.9175950400907021,1.1648090829227136,-0.11247742343751899,0.1406494376441729,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/9/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.31702212186412976,-0.5542287942180563,0.02016233084497864,-1.341225462596719,0.9245941348931124,0.8837167815969795,-0.03854882468744765,0.1827993623034186,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/13/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.176103609939584,0.4812329213873661,-0.3925547079520428,-0.6722819249605881,0.2731123896976908,-1.3136170135230238,0.9525905141027535,1.1809320298490205,0.26771407110025885,0.36277781344361143,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/18/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.1881347156121293,0.4812329213873661,-0.5187736347042132,-0.7578704447489237,0.5366020343359326,-1.2791064521809048,0.9875859881148048,0.7584364450526309,0.5499143232388687,0.5873152835218066,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/29/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,1.1057396667545347,-1.2031832172282428,1.064576030941318,0.5347640160732323,0.25367599531533047,0.7834697625348024,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/30/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.2965089778819501,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,0.3047311470542799,-1.196281104959819,1.071575125743728,0.4939910566187057,0.22066621905517433,0.7642425086190083,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
5/31/12,0.020682235485961927,BCSE_KBS,Building,R1,May,Corn,Annual,-0.3026789259056329,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,-0.25386689957879277,-1.1893789926913951,1.0785742205461384,0.4934426835808427,0.2237914897228892,0.7402199172352047,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/4/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1452014972529862,0.4812329213873661,-0.5187736347042132,0.5592651996784677,0.5366020343359326,-1.1617705436177,1.1065705997557795,0.9559723265332442,0.14190910561483866,0.6725443162765663,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/5/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23885758053325065,0.4812329213873661,-0.5187736347042132,0.5592651996784677,0.29419156126875007,-1.154868431349276,1.1135696945581897,0.8615001689039836,0.11203853768540568,0.647527460261653,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/6/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24739249740107339,0.4812329213873661,-0.5187736347042132,0.5592651996784677,0.4733645196227544,-1.1479663190808522,1.1205687893606,0.8079758125144417,0.06908289130469746,0.6226455710174305,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/7/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23459531063752231,0.4812329213873661,-0.5187736347042132,0.5592651996784677,0.6946958211188776,-1.1410642068124284,1.1275678841630103,0.7823632427577922,0.023783253421371466,0.5947341763771304,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/8/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2705332589903448,0.4812329213873661,-0.5187736347042132,-0.05123813359005424,0.7263145784754668,-1.1341620945440047,1.1345669789654207,0.6943541956561606,-0.0244777143310796,0.559773220624934,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/9/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23401526349562352,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.1795167672532427,-1.1272599822755809,1.1415660737678308,0.6338183498128097,-0.08169959835027267,0.5203230754819481,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/10/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24485220140219846,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.200595938824302,-1.120357870007157,1.1485651685702412,0.5471012288176801,-0.16968028755194378,0.4330737399535919,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/11/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2604157698457529,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.190056353038772,-1.1134557577387332,-1.3921062447046881,0.673843687371917,0.22716940940900393,0.5987629930230242,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/12/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.28234396964560365,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.7579333358320558,-1.1065536454703093,-1.3851071499022778,0.6446603128781047,0.44160466699741185,0.6496145398939758,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/13/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.33634990441086876,-1.0996515332018855,-1.3781080550998674,0.5870493057745076,0.635819609714569,0.7037502647274172,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/14/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.3205636908897604,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.7157749926899369,-1.0927494209334618,-1.3711089602974573,0.5532756351817684,0.8452799686492937,0.8021038167013419,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/15/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.30844781903989793,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.074120909397946,-1.085847308665038,-1.364109865495047,0.4862116129122126,1.0404680836598175,0.9306156794555661,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/16/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1717760173278762,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2638334535374798,-1.0789451963966141,-1.3571107706926366,0.4157069000376941,1.2164638827005336,1.0835928229865415,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/17/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23519303208298986,0.4812329213873661,-0.44324104861630026,-0.7793729792770278,1.0530417378268864,-1.0720430841281903,-1.3501116758902265,0.33293411503239834,1.3675971240406033,1.129809030388959,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/19/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.22984866227472198,0.4812329213873661,-0.31602827204718353,-0.6933628411646117,1.738114813886315,-1.0582388595913428,-1.3361134862854058,0.2512336690304678,1.55105134387503,1.3621760265934009,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/20/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24102936432889913,0.4812329213873661,-0.41740095337569844,-0.6933628411646117,1.6221793702454887,-1.051336747322919,-1.3291143914829957,0.12591267954822197,1.6911580456875916,1.5956476670733046,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/22/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1244752631500126,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8844083652584118,-1.0375325227860712,-1.315116201878175,-0.0699130169202265,2.0388008618994338,1.866439981466735,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/23/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.17278531774469566,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8949479510439412,-1.0306304105176474,-1.308117107075765,-0.14911500307667586,2.1176296657500497,2.001572927218186,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/24/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.19224592659549275,0.4812329213873661,-0.5187736347042132,-0.6613198485344959,1.1795167672532427,-1.0237282982492237,-1.3011180122733546,-0.253425913604904,2.1365470016391788,2.154624356976524,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/25/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1834824364328513,0.4812329213873661,-0.5187736347042132,-0.7043249175907039,0.7052354069044074,-1.0168261859807999,-1.2941189174709442,-0.3501119016312011,2.180341063902952,2.258026465558683,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/26/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.18108273930504631,0.4812329213873661,-0.5187736347042132,-0.747329986646912,0.7368541642609961,-1.009924073712376,-1.287119822668534,-0.38729373576793197,2.1426185864617278,2.351646006575121,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/27/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.20578920509843845,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.0214229804702977,-1.0030219614439522,-1.2801207278661237,-0.49979827419322065,2.0598913181629177,2.4730412891210243,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/28/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2202107191270798,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.5484022697467812,-0.9961198491755284,-1.2731216330637134,-0.5551425973698627,1.882334885883583,2.624958561977704,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
6/29/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.19698645409162618,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.3692293113927765,-0.9892177369071046,-1.266122538261303,-0.6406775858100581,1.7893928506729215,2.7349539365947786,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/2/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.20953760841086722,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.4746251692480732,-0.9685114001018331,-1.2451252538540722,-0.7279024269051538,1.401861828997151,3.0155638219012797,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/3/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.20840942606211835,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.7170356423152557,-0.9616092878334093,-1.2381261590516621,-0.7604614378819877,1.256497779094914,3.1387477068627194,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/4/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9547071755649855,-1.2311270642492518,-0.8489537980112243,1.101581809812184,3.2655212315237256,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/5/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9478050632965617,-1.2241279694468414,-0.8635251617333405,0.9638177904399686,3.382255295540367,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/6/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.29242404785679266,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.9278273580258491,-0.9409029510281379,-1.2171288746444313,-0.935695326078715,0.8309975602415728,3.4928932460241224,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/7/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2836931177246822,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.8645898433126713,-0.9340008387597141,-1.210129779842021,-0.961307901723681,0.7411385206876232,3.5783100937406696,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/8/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2849126251085394,-0.9270987264912902,-1.2031306850396106,-0.9266280427574489,0.8431517414104845,3.585921605938789,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/9/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2750408567429116,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.200595938824302,-0.9201966142228665,-1.1961315902372005,-1.0082837493297527,0.6412408986028342,3.517814377775408,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/10/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.1268188383255944,-0.9132945019544426,-1.1891324954347902,-1.0345748121447826,0.587154218723887,3.531366931006796,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/11/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27699203759985613,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.1478980098966536,-0.9063923896860188,-1.1821334006323798,-1.0846381514604124,0.5001095860500023,3.4960399944659932,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/12/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.28493702027967827,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.200595938824302,-0.899490277417595,-1.1751343058299697,-1.0951553915294436,0.4307368320194079,3.488070535696248,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/13/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27569492998347583,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.2111355246098314,-0.8925881651491712,-1.1681352110275594,-1.1295099681093335,0.3781392489761248,3.4771132364144677,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/14/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2867704450770499,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.348150139821717,-0.8856860528807474,-1.161136116225149,-1.1144146325333986,0.4485768096590911,3.4448677652559465,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/15/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.06715520255390388,0.4812329213873661,0.1630073397208966,-0.2649986238988531,1.3270709682506578,-0.8787839406123236,-1.1541370214227389,-0.8070696013337865,0.39222314194055563,3.4528927772044136,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/16/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.12838116812994932,0.4812329213873661,0.1630073397208966,-0.5221858015879405,1.5484022697467812,-0.8718818283438997,-1.1471379266203285,-0.5546785509142158,0.3254067555152141,3.4583425198133524,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/17/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.1274983992011079,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.8329710859560822,-0.864979716075476,-1.1401388318179182,-0.715832514293358,0.21858688914238894,3.415813493156863,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/18/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.1299089515683632,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.5273230981757215,-0.8580776038070521,-1.133139737015508,-0.8426766346339205,0.15009875319267713,3.3946438562603034,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/19/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.13633536176959263,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.0952000809690052,-0.8511754915386283,-1.1261406422130977,-0.6357980850406785,0.1801575950782172,3.342682376257486,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/20/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.1373613461773327,0.4812329213873661,1.1469186584976587,0.18444650957092906,0.9898042231137085,-0.8442733792702045,-1.1191415474106874,-0.27387031375853216,0.18418350058872504,3.3547249407988944,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/21/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.05628261806162493,0.4812329213873661,1.1469186584976587,0.18444650957092906,0.9371062941860602,-0.8373712670017807,-1.112142452608277,-0.5348384098114264,0.14595472406308208,3.2542233864116206,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/22/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.009253331345947443,0.4812329213873661,-0.5187736347042132,-0.10478366074827404,1.2954522108940687,-0.8304691547333569,-1.105143357805867,-0.7044462352403459,0.07376294293264082,3.1182129345994567,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/23/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.10772507909326881,0.4812329213873661,-0.5187736347042132,-0.10478366074827404,1.674877299173137,-0.8235670424649331,-1.0981442630034566,-0.876946378236365,-0.012016442554006237,3.011317798786252,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/24/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.15868692117450453,0.4812329213873661,-0.4939273892805576,-0.09424320264626226,1.4535459976770138,-0.8166649301965092,-1.0911451682010462,-0.9965355978909647,-0.06624442415461264,2.9030115880097167,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/25/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.16446652882734158,0.4812329213873661,-0.4939273892805576,-0.09424320264626226,1.200595938824302,-0.8097628179280855,-1.0841460733986361,-1.1213610737535828,-0.1270124038599767,2.772769502125155,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/26/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.20111282507313974,0.4812329213873661,-0.5187736347042132,-0.09424320264626226,1.348150139821717,-0.8028607056596616,-1.0771469785962258,-0.8478280755294442,-0.11833124190102089,2.602499170831522,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/27/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.23003838255499626,0.4812329213873661,0.3896050979846358,-0.41551636559558125,0.9265667084005303,-0.7959585933912378,-1.0701478837938154,-0.727942025834377,-0.15326510868929502,2.4487332206102232,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/28/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.0709453242619054,0.4812329213873661,0.5158240247368062,-0.36197083843736144,0.9898042231137085,-0.789056481122814,-1.0631487889914053,-0.8381880062096365,-0.18151267041305527,2.3755431995773018,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/29/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.05097102402670667,0.4812329213873661,-0.3925547079520428,-0.36197083843736144,0.9581854657571194,-0.7821543688543902,-1.056149694188995,-0.9799287785469741,-0.23484602345658517,2.2201460610711634,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/30/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.019016108510289252,0.4812329213873661,-0.5187736347042132,-0.36197083843736144,1.190056353038772,-0.7752522565859663,-1.0491505993865846,-1.0821234457493958,-0.2919395423695079,2.061533903465291,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/31/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.008914309778739834,0.4812329213873661,-0.5187736347042132,-0.3725112965393732,1.190056353038772,-0.7683501443175426,-1.0421515045841745,-1.0897809012006152,-0.3173327323120911,1.8991672634064183,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/1/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.06652336029798402,0.4812329213873661,-0.013897927695531335,-0.15832918790649392,1.031962566255827,-0.7614480320491187,-1.0351524097817641,-1.130302040906864,-0.36568903059937274,1.7469868800368493,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/2/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.11150199475294557,0.4812329213873661,-0.013897927695531335,-0.15832918790649392,1.2638334535374798,-0.754545919780695,-1.0281533149793538,-1.179597708609008,-0.41416106539218767,1.5885890624206858,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/3/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.19198785012225658,0.4812329213873661,-0.5187736347042132,-0.5436883361160445,1.506243926604662,-0.7476438075122711,-1.0211542201769437,-1.179597708609008,-0.457090761538455,1.4674570518794707,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
