Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
6/8/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2705332589903448,0.4812329213873661,-0.5187736347042132,-0.05123813359005424,0.7263145784754668,-1.1341620945440047,1.1345669789654207,0.6862691868838523,-0.024060012740448562,0.5560221851614723,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/9/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23401526349562352,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.1795167672532427,-1.1272599822755809,1.1415660737678308,0.6264382159411565,-0.0803054300989709,0.5168363950966105,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/10/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24485220140219846,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.200595938824302,-1.120357870007157,1.1485651685702412,0.5407308226733756,-0.16678476695510494,0.4301717166037675,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/11/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2604157698457529,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.190056353038772,-1.1134557577387332,-1.3921062447046881,0.6659975014373477,0.22329286185356603,0.594750687435182,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/12/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.28234396964560365,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.7579333358320558,-1.1065536454703093,-1.3851071499022778,0.6371539359923811,0.4340688746705646,0.6452614785345876,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/13/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.33634990441086876,-1.0996515332018855,-1.3781080550998674,0.5802137471840116,0.6249696235295857,0.6990344403486339,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/14/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.3205636908897604,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.7157749926899369,-1.0927494209334618,-1.3711089602974573,0.546833334707553,0.8308556321831613,0.7967289260296057,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/15/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.30844781903989793,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.074120909397946,-1.085847308665038,-1.364109865495047,0.4805502009409367,1.022712946571968,0.924379631913681,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/16/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1717760173278762,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2638334535374798,-1.0789451963966141,-1.3571107706926366,0.4108664397156567,1.1957054535483453,1.0763316769416533,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/17/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23519303208298986,0.4812329213873661,-0.44324104861630026,-0.7793729792770278,1.0530417378268864,-1.0720430841281903,-1.3501116758902265,0.32905745488189125,1.3442596716000839,1.1222381899418277,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/19/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.22984866227472198,0.4812329213873661,-0.31602827204718353,-0.6933628411646117,1.738114813886315,-1.0582388595913428,-1.3361134862854058,0.24830832281564286,1.524583324650523,1.353048096933735,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/20/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24102936432889913,0.4812329213873661,-0.41740095337569844,-0.6933628411646117,1.6221793702454887,-1.051336747322919,-1.3291143914829957,0.12444656164318042,1.6622991662947857,1.5849552459894596,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/22/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1244752631500126,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8844083652584118,-1.0375325227860712,-1.315116201878175,-0.06909895493480936,2.0040096084565406,1.8539329834487013,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/23/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.17278531774469566,0.4812329213873661,-0.3677084625283872,-0.6292768559043801,0.8949479510439412,-1.0306304105176474,-1.308117107075765,-0.14737871903677252,2.0814932329202835,1.9881604045106545,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/24/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.19224592659549275,0.4812329213873661,-0.5187736347042132,-0.6613198485344959,1.1795167672532427,-1.0237282982492237,-1.3011180122733546,-0.2504750410567953,2.1000877526679824,2.1401862379746284,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/25/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1834824364328513,0.4812329213873661,-0.5187736347042132,-0.7043249175907039,0.7052354069044074,-1.0168261859807999,-1.2941189174709442,-0.34603522460716024,2.143134488232034,2.2428954499300864,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/26/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.18108273930504631,0.4812329213873661,-0.5187736347042132,-0.747329986646912,0.7368541642609961,-1.009924073712376,-1.287119822668534,-0.38278411622399766,2.1060557285259143,2.3358876472196606,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/27/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.20578920509843845,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.0214229804702977,-1.0030219614439522,-1.2801207278661237,-0.4939786601453525,2.0247401652208628,2.4564694610372486,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/28/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2202107191270798,0.4812329213873661,-0.5187736347042132,-0.747329986646912,1.5484022697467812,-0.9961198491755284,-1.2731216330637134,-0.5486785581263526,1.8502136565359741,2.6073687375750594,-0.904182482169967,0.7967675133141049,-0.6422421514891818
6/29/12,0.020682235485961927,BCSE_KBS,Building,R1,June,Corn,Annual,-0.19698645409162618,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.3692293113927765,-0.9892177369071046,-1.266122538261303,-0.6332175835030213,1.7588576368910995,2.7166270341473058,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/2/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.20953760841086722,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.4746251692480732,-0.9685114001018331,-1.2451252538540722,-0.7194267850155684,1.3779396642109742,2.995356555062657,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/3/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.20840942606211835,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.7170356423152557,-0.9616092878334093,-1.2381261590516621,-0.7516066812826301,1.2350561888445564,3.1177149858866127,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/4/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9547071755649855,-1.2311270642492518,-0.839068642931663,1.082783793463716,3.243639002265853,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/5/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.89620860066926,-0.9478050632965617,-1.2241279694468414,-0.853470338774972,0.9473706573988703,3.3595908323388426,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/6/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.29242404785679266,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.9278273580258491,-0.9409029510281379,-1.2171288746444313,-0.924800159077664,0.8168169468873804,3.469487398882498,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/7/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2836931177246822,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.8645898433126713,-0.9340008387597141,-1.210129779842021,-0.9501145037908283,0.7284913129139756,3.5543318690483576,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/8/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2849126251085394,-0.9270987264912902,-1.2031306850396106,-0.9158384545311098,0.828763722220175,3.5618923765697006,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/9/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2750408567429116,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.200595938824302,-0.9201966142228665,-1.1961315902372005,-0.9965433681103328,0.6302984004716262,3.49424153434753,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/10/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,0.0874747536329835,-0.5542287942180563,1.1268188383255944,-0.9132945019544426,-1.1891324954347902,-1.0225282997392582,0.5771346863529545,3.507703272038055,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/11/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27699203759985613,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.1478980098966536,-0.9063923896860188,-1.1821334006323798,-1.0720087052437726,0.491575432625486,3.472613060990537,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/12/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.28493702027967827,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.200595938824302,-0.899490277417595,-1.1751343058299697,-1.0824034833492258,0.4233864945882109,3.464697005494419,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/13/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27569492998347583,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.2111355246098314,-0.8925881651491712,-1.1681352110275594,-1.116358037786591,0.3716864665128209,3.453813130979447,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/14/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2867704450770499,0.4812329213873661,-0.5187736347042132,-0.5542287942180563,1.348150139821717,-0.8856860528807474,-1.161136116225149,-1.10143847117888,0.44092204073824903,3.421783736441591,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/15/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.06715520255390388,0.4812329213873661,0.1630073397208966,-0.2649986238988531,1.3270709682506578,-0.8787839406123236,-1.1541370214227389,-0.7976721427348925,0.38553002394534913,3.429754972855066,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/16/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.12838116812994932,0.4812329213873661,0.1630073397208966,-0.5221858015879405,1.5484022697467812,-0.8718818283438997,-1.1471379266203285,-0.5482199149932291,0.31985383020763314,3.4351681967863694,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/17/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.1274983992011079,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.8329710859560822,-0.864979716075476,-1.1401388318179182,-0.7074974135713178,0.21485679857711357,3.3929241567661412,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/18/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.1299089515683632,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.5273230981757215,-0.8580776038070521,-1.133139737015508,-0.8328645703793129,0.14753738299641211,3.371896377421572,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/19/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.13633536176959263,0.4812329213873661,-0.5187736347042132,-0.5221858015879405,1.0952000809690052,-0.8511754915386283,-1.1261406422130977,-0.6283948992788165,0.17708328376750446,3.3202830908425254,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/20/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.1373613461773327,0.4812329213873661,1.1469186584976587,0.18444650957092906,0.9898042231137085,-0.8442733792702045,-1.1191415474106874,-0.27068138813085574,0.18104048894461008,3.332244958264097,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/21/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.05628261806162493,0.4812329213873661,1.1469186584976587,0.18444650957092906,0.9371062941860602,-0.8373712670017807,-1.112142452608277,-0.5286107910224213,0.14346406992860455,3.232416863915192,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/22/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,-0.009253331345947443,0.4812329213873661,-0.5187736347042132,-0.10478366074827404,1.2954522108940687,-0.8304691547333569,-1.105143357805867,-0.6962437155073793,0.07250421026766035,3.0973178169529763,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/23/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.10772507909326881,0.4812329213873661,-0.5187736347042132,-0.10478366074827404,1.674877299173137,-0.8235670424649331,-1.0981442630034566,-0.8667352796281325,-0.011811387167680322,2.991138984511446,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/24/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.15868692117450453,0.4812329213873661,-0.4939273892805576,-0.09424320264626226,1.4535459976770138,-0.8166649301965092,-1.0911451682010462,-0.984932011275848,-0.0651139917553471,2.8835585327075934,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/25/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.16446652882734158,0.4812329213873661,-0.4939273892805576,-0.09424320264626226,1.200595938824302,-0.8097628179280855,-1.0841460733986361,-1.1083040285525305,-0.1248449922134235,2.754189197903269,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/26/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.20111282507313974,0.4812329213873661,-0.5187736347042132,-0.09424320264626226,1.348150139821717,-0.8028607056596616,-1.0771469785962258,-0.8379560282789955,-0.11631197052237569,2.585059846612832,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/27/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.23003838255499626,0.4812329213873661,0.3896050979846358,-0.41551636559558125,0.9265667084005303,-0.7959585933912378,-1.0701478837938154,-0.7194659228577958,-0.15064970600823377,2.43232428068128,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/28/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.0709453242619054,0.4812329213873661,0.5158240247368062,-0.36197083843736144,0.9898042231137085,-0.789056481122814,-1.0631487889914053,-0.8284282072115984,-0.17841523532880996,2.359624705340204,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/29/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.05097102402670667,0.4812329213873661,-0.3925547079520428,-0.36197083843736144,0.9581854657571194,-0.7821543688543902,-1.056149694188995,-0.9685185605050096,-0.23083847780814867,2.205268881702266,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/30/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.019016108510289252,0.4812329213873661,-0.5187736347042132,-0.36197083843736144,1.190056353038772,-0.7752522565859663,-1.0491505993865846,-1.0695232805796058,-0.28695772055532787,2.047719582779507,-0.904182482169967,0.7967675133141049,-0.6422421514891818
7/31/12,0.020682235485961927,BCSE_KBS,Building,R1,July,Corn,Annual,0.008914309778739834,0.4812329213873661,-0.5187736347042132,-0.3725112965393732,1.190056353038772,-0.7683501443175426,-1.0421515045841745,-1.0770915731873023,-0.31191758671257924,1.8864409601578818,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/1/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.06652336029798402,0.4812329213873661,-0.013897927695531335,-0.15832918790649392,1.031962566255827,-0.7614480320491187,-1.0351524097817641,-1.1171408877471944,-0.3594487057188861,1.7352803362084315,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/2/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.11150199475294557,0.4812329213873661,-0.013897927695531335,-0.15832918790649392,1.2638334535374798,-0.754545919780695,-1.0281533149793538,-1.1658625603495723,-0.4070935862373996,1.5779439409849823,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/3/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.19198785012225658,0.4812329213873661,-0.5187736347042132,-0.5436883361160445,1.506243926604662,-0.7476438075122711,-1.0211542201769437,-1.1658625603495723,-0.44929070571727314,1.4576236349886778,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/4/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.25224087161582814,0.4812329213873661,-0.5187736347042132,-0.5972338632742643,1.4430064118914845,-0.7407416952438473,-1.0141551253745333,-1.2150719690327756,-0.4714596681888313,1.3974626799423084,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/5/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.46808729403995586,-0.5757313287461603,1.1373584241111236,-0.7338395829754235,-1.007156030572123,-1.2441423244515353,-0.48043388472662063,1.3728628184518938,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/6/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.24553199963412528,0.4812329213873661,-0.46808729403995586,-0.5757313287461603,0.8000916789741743,-0.7269374707069997,-1.0001569357697129,-1.2614227438999372,-0.5049404456965096,1.256620005285631,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/7/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.24264416302098324,0.4812329213873661,-0.5187736347042132,-0.5757313287461603,1.0425021520413569,-0.7200353584385758,-0.9931578409673025,-1.2545371025569887,-0.518388297749253,1.1316882829609607,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/8/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2158022683969982,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,1.200595938824302,-0.7131332461701521,-0.9861587461648922,-1.2631773122811896,-0.5283270272278607,1.0517079545167711,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/9/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.24786195854218362,0.4812329213873661,-0.5187736347042132,-0.7899134373790395,0.6736166495478183,-0.7062311339017282,-0.979159651362482,-1.2459410996803062,-0.5210805778485157,0.9824750721857739,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/10/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.20993865726136493,0.4812329213873661,0.5665103654010636,-0.3295062274831652,0.25203321812663154,-0.6993290216333045,-0.9721605565600717,-0.4143607077454083,-0.511669934910604,0.9529195151696738,-0.904182482169967,0.7967675133141049,-0.6422421514891818
8/11/12,0.020682235485961927,BCSE_KBS,Building,R1,August,Corn,Annual,-0.1017494831825924,0.4812329213873661,3.6464509481174123,0.9770889588422147,0.6419978921912293,-0.6924269093648806,-0.9651614617576614,0.16735034889536804,-0.5014116438188649,0.9135069058689305,-0.904182482169967,0.7967675133141049,-0.6422421514891818
