Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,Outlier
5/5/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.1077093838782851,0.48123292138736623,-0.16496309987135752,0.3990502365278889,0.1782561176279239,1.1504370663042776,0.8965977556834714,1.4732241390172622,-0.1971195418248835,0.07784455045054677,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/6/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.15333200204834146,0.48123292138736623,-0.39255470795204284,0.1954085859970213,0.2836519754832206,1.1573391785727014,0.9035968504858817,1.4109577875811137,-0.20442772847202337,0.08149927134495395,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/7/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.18330806254971505,0.48123292138736623,-0.5187736347042133,0.10982006620868576,0.11501860291474592,1.164241290841125,0.9105959452882919,1.4399866408703645,-0.20496644609857775,0.08629158084173948,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/8/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.1754960605030339,0.48123292138736623,-0.3170221218641298,-0.5542287942180563,0.12555818870027555,1.171143403109549,0.9175950400907023,1.1648090829227136,-0.11247742343751897,0.14064943764417287,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/9/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.3170221218641298,-0.5542287942180563,0.02016233084497883,-1.341225462596719,0.9245941348931125,0.8837167815969795,-0.03854882468744763,0.18279936230341853,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/13/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.17610360993958404,0.48123292138736623,-0.39255470795204284,-0.6722819249605881,0.27311238969769097,-1.3136170135230238,0.9525905141027536,1.1809320298490202,0.26771407110025885,0.36277781344361143,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/18/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.18813471561212936,0.48123292138736623,-0.5187736347042133,-0.7578704447489237,0.5366020343359328,-1.2791064521809048,0.9875859881148049,0.758436445052631,0.5499143232388688,0.5873152835218065,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/29/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.5187736347042133,-0.6402389323304724,1.105739666754535,-1.2031832172282428,1.064576030941318,0.5347640160732324,0.2536759953153305,0.7834697625348024,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/30/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.2965089778819502,0.48123292138736623,-0.5187736347042133,-0.6402389323304724,0.30473114705428006,-1.196281104959819,1.071575125743728,0.4939910566187058,0.22066621905517436,0.7642425086190082,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
5/31/12,0.020682235485946745,BCSE_KBS,Building,R1,May,Corn,Annual,-0.302678925905633,0.48123292138736623,-0.5187736347042133,-0.6402389323304724,-0.2538668995787926,-1.1893789926913951,1.0785742205461384,0.4934426835808428,0.22379148972288923,0.7402199172352046,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/4/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.14520149725298626,0.48123292138736623,-0.5187736347042133,0.5592651996784677,0.5366020343359328,-1.1617705436177,1.1065705997557795,0.9559723265332443,0.1419091056148387,0.6725443162765663,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/5/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2388575805332507,0.48123292138736623,-0.5187736347042133,0.5592651996784677,0.29419156126875023,-1.154868431349276,1.1135696945581897,0.8615001689039837,0.1120385376854057,0.647527460261653,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/6/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24739249740107344,0.48123292138736623,-0.5187736347042133,0.5592651996784677,0.47336451962275455,-1.1479663190808522,1.1205687893606,0.8079758125144418,0.06908289130469746,0.6226455710174305,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/7/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23459531063752237,0.48123292138736623,-0.5187736347042133,0.5592651996784677,0.6946958211188778,-1.1410642068124284,1.1275678841630103,0.7823632427577922,0.023783253421371487,0.5947341763771304,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/8/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2705332589903449,0.48123292138736623,-0.5187736347042133,-0.05123813359005419,0.726314578475467,-1.1341620945440047,1.1345669789654207,0.6943541956561607,-0.02447771433107958,0.559773220624934,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/9/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23401526349562357,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.179516767253243,-1.1272599822755809,1.1415660737678308,0.6338183498128098,-0.08169959835027266,0.5203230754819481,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/10/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24485220140219852,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.2005959388243022,-1.120357870007157,1.1485651685702412,0.5471012288176802,-0.16968028755194378,0.43307373995359183,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/11/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.260415769845753,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.1900563530387722,-1.1134557577387332,-1.3921062447046881,0.6738436873719171,0.227169409409004,0.5987629930230242,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/12/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.28234396964560377,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,0.757933335832056,-1.1065536454703093,-1.3851071499022778,0.6446603128781047,0.44160466699741185,0.6496145398939757,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/13/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,0.3363499044108689,-1.0996515332018855,-1.3781080550998674,0.5870493057745078,0.635819609714569,0.7037502647274172,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/14/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.3205636908897605,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,0.7157749926899372,-1.0927494209334618,-1.3711089602974573,0.5532756351817685,0.8452799686492937,0.8021038167013418,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/15/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.30844781903989804,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.0741209093979462,-1.085847308665038,-1.364109865495047,0.4862116129122127,1.0404680836598172,0.9306156794555661,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/16/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.17177601732787626,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.26383345353748,-1.0789451963966141,-1.3571107706926366,0.4157069000376942,1.2164638827005336,1.0835928229865412,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/17/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.23519303208298992,0.48123292138736623,-0.4432410486163003,-0.7793729792770278,1.0530417378268866,-1.0720430841281903,-1.3501116758902265,0.3329341150323985,1.3675971240406033,1.1298090303889587,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/19/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.22984866227472203,0.48123292138736623,-0.3160282720471836,-0.6933628411646117,1.7381148138863152,-1.0582388595913428,-1.3361134862854058,0.2512336690304679,1.55105134387503,1.3621760265934009,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/20/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.24102936432889918,0.48123292138736623,-0.4174009533756985,-0.6933628411646117,1.622179370245489,-1.051336747322919,-1.3291143914829957,0.12591267954822208,1.6911580456875916,1.5956476670733042,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/22/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.12447526315001264,0.48123292138736623,-0.36770846252838724,-0.6292768559043801,0.884408365258412,-1.0375325227860712,-1.315116201878175,-0.0699130169202264,2.0388008618994338,1.8664399814667347,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/23/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.17278531774469572,0.48123292138736623,-0.36770846252838724,-0.6292768559043801,0.8949479510439414,-1.0306304105176474,-1.308117107075765,-0.14911500307667575,2.1176296657500497,2.001572927218186,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/24/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.1922459265954928,0.48123292138736623,-0.5187736347042133,-0.6613198485344959,1.179516767253243,-1.0237282982492237,-1.3011180122733546,-0.25342591360490396,2.136547001639179,2.1546243569765235,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/25/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.18348243643285136,0.48123292138736623,-0.5187736347042133,-0.7043249175907039,0.7052354069044077,-1.0168261859807999,-1.2941189174709442,-0.35011190163120093,2.180341063902952,2.2580264655586824,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/26/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.18108273930504637,0.48123292138736623,-0.5187736347042133,-0.747329986646912,0.7368541642609964,-1.009924073712376,-1.287119822668534,-0.38729373576793186,2.1426185864617278,2.3516460065751206,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/27/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.2057892050984385,0.48123292138736623,-0.5187736347042133,-0.747329986646912,1.021422980470298,-1.0030219614439522,-1.2801207278661237,-0.49979827419322054,2.0598913181629177,2.473041289121024,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/28/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.22021071912707985,0.48123292138736623,-0.5187736347042133,-0.747329986646912,1.5484022697467814,-0.9961198491755285,-1.2731216330637134,-0.5551425973698627,1.882334885883583,2.624958561977704,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
6/29/12,0.020682235485946745,BCSE_KBS,Building,R1,June,Corn,Annual,-0.19698645409162624,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.3692293113927767,-0.9892177369071047,-1.266122538261303,-0.640677585810058,1.7893928506729215,2.7349539365947786,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/2/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.20953760841086727,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.4746251692480734,-0.9685114001018332,-1.2451252538540722,-0.7279024269051537,1.401861828997151,3.0155638219012797,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/3/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2084094260621184,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.717035642315256,-0.9616092878334094,-1.2381261590516621,-0.7604614378819876,1.256497779094914,3.138747706862719,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/4/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.8962086006692602,-0.9547071755649856,-1.2311270642492518,-0.8489537980112242,1.101581809812184,3.265521231523725,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/5/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.8962086006692602,-0.9478050632965618,-1.2241279694468414,-0.8635251617333404,0.9638177904399686,3.382255295540367,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/6/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.29242404785679277,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.9278273580258494,-0.940902951028138,-1.2171288746444313,-0.9356953260787149,0.8309975602415729,3.492893246024122,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/7/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2836931177246823,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.8645898433126715,-0.9340008387597142,-1.210129779842021,-0.9613079017236809,0.7411385206876232,3.5783100937406696,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/8/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,1.2849126251085397,-0.9270987264912903,-1.2031306850396106,-0.9266280427574488,0.8431517414104845,3.585921605938788,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/9/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27504085674291173,0.48123292138736623,0.08747475363298343,-0.5542287942180563,1.2005959388243022,-0.9201966142228666,-1.1961315902372005,-1.0082837493297527,0.6412408986028342,3.517814377775408,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/10/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.26222290754066874,0.48123292138736623,0.08747475363298343,-0.5542287942180563,1.1268188383255946,-0.9132945019544427,-1.1891324954347902,-1.0345748121447826,0.5871542187238871,3.5313669310067954,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/11/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27699203759985624,0.48123292138736623,-0.5187736347042133,-0.5542287942180563,1.1478980098966538,-0.9063923896860189,-1.1821334006323798,-1.0846381514604124,0.5001095860500023,3.496039994465993,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/12/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2849370202796784,0.48123292138736623,-0.5187736347042133,-0.5542287942180563,1.2005959388243022,-0.8994902774175951,-1.1751343058299697,-1.0951553915294436,0.4307368320194079,3.488070535696248,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/13/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27569492998347594,0.48123292138736623,-0.5187736347042133,-0.5542287942180563,1.2111355246098316,-0.8925881651491713,-1.1681352110275594,-1.1295099681093332,0.3781392489761248,3.477113236414468,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/14/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.28677044507705,0.48123292138736623,-0.5187736347042133,-0.5542287942180563,1.3481501398217173,-0.8856860528807475,-1.161136116225149,-1.1144146325333986,0.4485768096590911,3.4448677652559465,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/15/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.06715520255390392,0.48123292138736623,0.1630073397208965,-0.26499862389885304,1.327070968250658,-0.8787839406123237,-1.1541370214227389,-0.8070696013337864,0.39222314194055563,3.4528927772044136,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/16/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.12838116812994937,0.48123292138736623,0.1630073397208965,-0.5221858015879405,1.5484022697467814,-0.8718818283438998,-1.1471379266203285,-0.5546785509142157,0.32540675551521414,3.4583425198133524,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/17/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.12749839920110795,0.48123292138736623,-0.5187736347042133,-0.5221858015879405,1.8329710859560824,-0.8649797160754761,-1.1401388318179182,-0.7158325142933579,0.21858688914238897,3.415813493156863,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/18/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.12990895156836327,0.48123292138736623,-0.5187736347042133,-0.5221858015879405,1.5273230981757218,-0.8580776038070522,-1.133139737015508,-0.8426766346339203,0.15009875319267718,3.394643856260304,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/19/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.13633536176959263,0.48123292138736623,-0.5187736347042133,-0.5221858015879405,1.0952000809690055,-0.8511754915386284,-1.1261406422130977,-0.6357980850406783,0.18015759507821724,3.3426823762574864,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/20/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.1373613461773327,0.48123292138736623,1.1469186584976587,0.18444650957092912,0.9898042231137087,-0.8442733792702046,-1.1191415474106874,-0.27387031375853205,0.18418350058872507,3.3547249407988944,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/21/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.05628261806162497,0.48123292138736623,1.1469186584976587,0.18444650957092912,0.9371062941860604,-0.8373712670017808,-1.112142452608277,-0.5348384098114263,0.14595472406308213,3.2542233864116206,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/22/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,-0.009253331345947476,0.48123292138736623,-0.5187736347042133,-0.104783660748274,1.295452210894069,-0.830469154733357,-1.105143357805867,-0.7044462352403458,0.07376294293264084,3.1182129345994563,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/23/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.1077250790932688,0.48123292138736623,-0.5187736347042133,-0.104783660748274,1.6748772991731373,-0.8235670424649332,-1.0981442630034566,-0.8769463782363649,-0.01201644255400622,3.0113177987862514,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/24/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.15868692117450453,0.48123292138736623,-0.4939273892805577,-0.09424320264626222,1.453545997677014,-0.8166649301965093,-1.0911451682010462,-0.9965355978909646,-0.06624442415461262,2.9030115880097163,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/25/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.16446652882734158,0.48123292138736623,-0.4939273892805577,-0.09424320264626222,1.2005959388243022,-0.8097628179280856,-1.0841460733986361,-1.1213610737535828,-0.12701240385997667,2.772769502125155,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/26/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.20111282507313974,0.48123292138736623,-0.5187736347042133,-0.09424320264626222,1.3481501398217173,-0.8028607056596617,-1.0771469785962258,-0.8478280755294441,-0.11833124190102087,2.6024991708315217,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/27/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.23003838255499626,0.48123292138736623,0.3896050979846357,-0.4155163655955812,0.9265667084005306,-0.7959585933912379,-1.0701478837938154,-0.7279420258343768,-0.153265108689295,2.448733220610223,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/28/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.07094532426190539,0.48123292138736623,0.5158240247368061,-0.3619708384373614,0.9898042231137087,-0.7890564811228141,-1.0631487889914053,-0.8381880062096364,-0.18151267041305524,2.3755431995773013,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/29/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.05097102402670664,0.48123292138736623,-0.39255470795204284,-0.3619708384373614,0.9581854657571196,-0.7821543688543903,-1.056149694188995,-0.979928778546974,-0.23484602345658512,2.2201460610711634,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/30/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.019016108510289224,0.48123292138736623,-0.5187736347042133,-0.3619708384373614,1.1900563530387722,-0.7752522565859664,-1.0491505993865846,-1.082123445749396,-0.2919395423695079,2.0615339034652904,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
7/31/12,0.020682235485946745,BCSE_KBS,Building,R1,July,Corn,Annual,0.008914309778739804,0.48123292138736623,-0.5187736347042133,-0.37251129653937315,1.1900563530387722,-0.7683501443175427,-1.0421515045841745,-1.0897809012006152,-0.3173327323120911,1.899167263406418,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/1/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.06652336029798406,0.48123292138736623,-0.013897927695531411,-0.15832918790649386,1.0319625662558272,-0.7614480320491188,-1.0351524097817641,-1.1303020409068643,-0.36568903059937274,1.746986880036849,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/2/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.11150199475294562,0.48123292138736623,-0.013897927695531411,-0.15832918790649386,1.26383345353748,-0.7545459197806951,-1.0281533149793538,-1.1795977086090081,-0.41416106539218767,1.5885890624206855,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/3/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.19198785012225664,0.48123292138736623,-0.5187736347042133,-0.5436883361160445,1.5062439266046623,-0.7476438075122712,-1.0211542201769437,-1.1795977086090081,-0.457090761538455,1.4674570518794705,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/4/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.25224087161582825,0.48123292138736623,-0.5187736347042133,-0.5972338632742643,1.4430064118914847,-0.7407416952438474,-1.0141551253745333,-1.2293868584615482,-0.4796445954141518,1.40689023914987,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/5/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.26222290754066874,0.48123292138736623,-0.4680872940399559,-0.5757313287461603,1.1373584241111239,-0.7338395829754236,-1.007156030572123,-1.2587996947654572,-0.4887746117249063,1.3821244221359004,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/6/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.24553199963412534,0.48123292138736623,-0.4680872940399559,-0.5757313287461603,0.8000916789741745,-0.7269374707069998,-1.0001569357697129,-1.276283696635305,-0.513706626729606,1.265097411996575,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/7/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2426441630209833,0.48123292138736623,-0.5187736347042133,-0.5757313287461603,1.042502152041357,-0.7200353584385759,-0.9931578409673024,-1.2693169348344886,-0.5273879445437185,1.139322875601788,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/8/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.21580226839699826,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,1.2005959388243022,-0.7131332461701522,-0.9861587461648921,-1.2780589357694123,-0.5374992185324581,1.058802984067528,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
8/9/12,0.020682235485946745,BCSE_KBS,Building,R1,August,Corn,Annual,-0.24786195854218368,0.48123292138736623,-0.5187736347042133,-0.7899134373790395,0.6736166495478185,-0.7062311339017283,-0.9791596513624818,-1.2606196615525582,-0.5301269648376776,0.9891030430403283,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
